date,VIX,DXY,SP500,NASDAQ,GOLD,US10Y,EURUSD,USDJPY,OIL
2022-07-18,25.299999237060547,107.37000274658203,3830.85009765625,11360.0498046875,1709.199951171875,2.9600000381469727,1.009631872177124,138.31399536132812,102.5999984741211
2022-07-19,24.5,106.68000030517578,3936.68994140625,11713.150390625,1710.0,3.0190000534057617,1.0145177841186523,138.22900390625,104.22000122070312
2022-07-20,23.8799991607666,107.08000183105469,3959.89990234375,11897.650390625,1699.5,3.0360000133514404,1.0231330394744873,138.1909942626953,102.26000213623047
2022-07-21,23.110000610351562,106.91000366210938,3998.949951171875,12059.6103515625,1712.699951171875,2.9100000858306885,1.0182781219482422,138.39500427246094,96.3499984741211
2022-07-22,23.030000686645508,106.7300033569336,3961.6298828125,11834.1103515625,1727.0999755859375,2.7829999923706055,1.0221081972122192,137.09800720214844,94.69999694824219
2022-07-25,23.360000610351562,106.4800033569336,3966.840087890625,11782.669921875,1719.0,2.819999933242798,1.0200231075286865,136.31199645996094,96.69999694824219
2022-07-26,24.690000534057617,107.19000244140625,3921.050048828125,11562.5703125,1717.699951171875,2.7869999408721924,1.022494912147522,136.43099975585938,94.9800033569336
2022-07-27,23.239999771118164,106.44999694824219,4023.610107421875,12032.419921875,1719.0999755859375,2.7339999675750732,1.0129557847976685,136.97000122070312,97.26000213623047
2022-07-28,22.329999923706055,106.3499984741211,4072.429931640625,12162.58984375,1750.300048828125,2.680999994277954,1.0209290981292725,136.11099243164062,96.41999816894531
2022-07-29,21.329999923706055,105.9000015258789,4130.2900390625,12390.6904296875,1762.9000244140625,2.6419999599456787,1.0192328691482544,134.39700317382812,98.62000274658203
2022-08-01,22.84000015258789,105.44999694824219,4118.6298828125,12368.98046875,1769.0,2.6059999465942383,1.0208247900009155,133.40699768066406,93.88999938964844
2022-08-02,23.93000030517578,106.23999786376953,4091.18994140625,12348.759765625,1771.0999755859375,2.740999937057495,1.0261356830596924,131.57200622558594,94.41999816894531
2022-08-03,21.950000762939453,106.51000213623047,4155.169921875,12668.16015625,1758.0,2.747999906539917,1.015568733215332,133.37899780273438,90.66000366210938
2022-08-04,21.440000534057617,105.69000244140625,4151.93994140625,12720.580078125,1788.5,2.6760001182556152,1.015764594078064,133.96200561523438,88.54000091552734
2022-08-05,21.149999618530273,106.62000274658203,4145.18994140625,12657.5498046875,1772.9000244140625,2.8399999141693115,1.024779200553894,132.62100219726562,89.01000213623047
2022-08-08,21.290000915527344,106.44000244140625,4140.06005859375,12644.4599609375,1786.800048828125,2.765000104904175,1.0170871019363403,135.0570068359375,90.76000213623047
2022-08-09,21.770000457763672,106.37000274658203,4122.47021484375,12493.9296875,1794.0,2.796999931335449,1.0197629928588867,134.83999633789062,90.5
2022-08-10,19.739999771118164,105.19999694824219,4210.240234375,12854.7998046875,1795.5999755859375,2.7860000133514404,1.0208144187927246,135.18699645996094,91.93000030517578
2022-08-11,20.200000762939453,105.08999633789062,4207.27001953125,12779.91015625,1789.699951171875,2.888000011444092,1.0300782918930054,132.8300018310547,94.33999633789062
2022-08-12,19.530000686645508,105.62999725341797,4280.14990234375,13047.1904296875,1798.5999755859375,2.8489999771118164,1.0316723585128784,132.99400329589844,92.08999633789062
2022-08-15,19.950000762939453,106.55000305175781,4297.14013671875,13128.0498046875,1781.4000244140625,2.7909998893737793,1.0256409645080566,133.28799438476562,89.41000366210938
2022-08-16,19.690000534057617,106.5,4305.2001953125,13102.5498046875,1773.199951171875,2.8239998817443848,1.0161981582641602,133.14300537109375,86.52999877929688
2022-08-17,19.899999618530273,106.56999969482422,4274.0400390625,12938.1201171875,1760.300048828125,2.8929998874664307,1.0170663595199585,134.27699279785156,88.11000061035156
2022-08-18,19.559999465942383,107.4800033569336,4283.740234375,12965.33984375,1755.300048828125,2.880000114440918,1.0180189609527588,134.94400024414062,90.5
2022-08-19,20.600000381469727,108.16999816894531,4228.47998046875,12705.2197265625,1747.5999755859375,2.989000082015991,1.0089900493621826,135.7949981689453,90.7699966430664
2022-08-22,23.799999237060547,109.05000305175781,4137.990234375,12381.5703125,1734.0,3.0369999408721924,1.0035223960876465,137.04100036621094,90.2300033569336
2022-08-23,24.110000610351562,108.62000274658203,4128.72998046875,12381.2998046875,1746.800048828125,3.053999900817871,0.9939467906951904,137.54600524902344,93.73999786376953
2022-08-24,22.81999969482422,108.68000030517578,4140.77001953125,12431.5302734375,1747.800048828125,3.1059999465942383,0.9966909885406494,136.73300170898438,94.88999938964844
2022-08-25,21.780000686645508,108.47000122070312,4199.1201171875,12639.26953125,1757.699951171875,3.0260000228881836,0.9969095587730408,137.08099365234375,92.5199966430664
2022-08-26,25.559999465942383,108.80000305175781,4057.659912109375,12141.7099609375,1736.0999755859375,3.0350000858306885,0.9971283078193665,136.56300354003906,93.05999755859375
2022-08-29,26.209999084472656,108.83999633789062,4030.610107421875,12017.669921875,1736.5999755859375,3.109999895095825,0.993867814540863,137.52000427246094,97.01000213623047
2022-08-30,26.209999084472656,108.7699966430664,3986.159912109375,11883.1396484375,1723.199951171875,3.109999895095825,1.0014019012451172,138.5959930419922,91.63999938964844
2022-08-31,25.8700008392334,108.69999694824219,3955.0,11816.2001953125,1712.800048828125,3.132999897003174,1.0025062561035156,138.73399353027344,89.55000305175781
2022-09-01,25.559999465942383,109.69000244140625,3966.85009765625,11785.1298828125,1696.5999755859375,3.265000104904175,1.003905177116394,139.29600524902344,86.61000061035156
2022-09-02,25.469999313354492,109.52999877929688,3924.260009765625,11630.8603515625,1709.800048828125,3.193000078201294,0.995232880115509,140.08099365234375,86.87000274658203
2022-09-05,25.469999313354492,109.52999877929688,3924.260009765625,11630.8603515625,1709.800048828125,3.193000078201294,0.9909427762031555,140.48699951171875,86.87000274658203
2022-09-06,26.90999984741211,110.20999908447266,3908.18994140625,11544.91015625,1700.4000244140625,3.3399999141693115,0.9952229857444763,140.42999267578125,86.87999725341797
2022-09-07,24.639999389648438,109.83999633789062,3979.8701171875,11791.900390625,1715.300048828125,3.265000104904175,0.9897951483726501,143.1510009765625,81.94000244140625
2022-09-08,23.610000610351562,109.70999908447266,4006.179931640625,11862.1298828125,1708.0,3.2920000553131104,0.9995701909065247,144.1280059814453,83.54000091552734
2022-09-09,22.790000915527344,109.0,4067.360107421875,12112.3095703125,1716.199951171875,3.321000099182129,1.0012015104293823,143.8560028076172,86.79000091552734
2022-09-12,23.8700008392334,108.33000183105469,4110.41015625,12266.41015625,1728.0999755859375,3.361999988555908,1.0071406364440918,142.5959930419922,87.77999877929688
2022-09-13,27.270000457763672,109.81999969482422,3932.68994140625,11633.5703125,1705.0,3.421999931335449,1.0129557847976685,142.5850067138672,87.30999755859375
2022-09-14,26.15999984741211,109.66000366210938,3946.010009765625,11719.6796875,1696.5,3.4119999408721924,0.9982032775878906,144.4040069580078,88.4800033569336
2022-09-15,26.270000457763672,109.73999786376953,3901.35009765625,11552.3603515625,1665.4000244140625,3.4590001106262207,0.9984025359153748,142.92300415039062,85.0999984741211
2022-09-16,26.299999237060547,109.76000213623047,3873.330078125,11448.400390625,1671.699951171875,3.447999954223633,0.9988313317298889,143.36500549316406,85.11000061035156
2022-09-19,25.760000228881836,109.73999786376953,3899.889892578125,11535.01953125,1666.199951171875,3.490000009536743,1.002234935760498,142.76499938964844,85.7300033569336
2022-09-20,27.15999984741211,110.22000122070312,3855.929931640625,11425.0498046875,1659.699951171875,3.571000099182129,1.0029587745666504,143.22300720214844,84.44999694824219
2022-09-21,27.989999771118164,110.63999938964844,3789.929931640625,11220.1904296875,1664.5999755859375,3.509999990463257,0.997078537940979,143.6020050048828,82.94000244140625
2022-09-22,27.350000381469727,111.3499984741211,3757.989990234375,11066.8095703125,1670.800048828125,3.7079999446868896,0.983071506023407,144.3159942626953,83.48999786376953
2022-09-23,29.920000076293945,113.19000244140625,3693.22998046875,10867.9296875,1645.300048828125,3.697000026702881,0.9841550588607788,142.27999877929688,78.73999786376953
2022-09-26,32.2599983215332,114.0999984741211,3655.0400390625,10802.919921875,1623.300048828125,3.878000020980835,0.968992292881012,143.51100158691406,76.70999908447266
2022-09-27,32.599998474121094,114.11000061035156,3647.2900390625,10829.5,1626.699951171875,3.9639999866485596,0.9623712301254272,144.45899963378906,78.5
2022-09-28,30.18000030517578,112.5999984741211,3719.0400390625,11051.6396484375,1660.4000244140625,3.7049999237060547,0.9596191644668579,144.6909942626953,82.1500015258789
2022-09-29,31.84000015258789,112.25,3640.469970703125,10737.509765625,1658.5,3.746999979019165,0.9708172082901001,144.3979949951172,81.2300033569336
2022-09-30,31.6200008392334,112.12000274658203,3585.6201171875,10575.6201171875,1662.4000244140625,3.803999900817871,0.9829555749893188,144.43099975585938,79.48999786376953
2022-10-03,30.100000381469727,111.75,3678.429931640625,10815.4296875,1692.9000244140625,3.6510000228881836,0.9792688488960266,144.8159942626953,83.62999725341797
2022-10-04,29.06999969482422,110.06999969482422,3790.929931640625,11176.41015625,1721.0999755859375,3.617000102996826,0.9832068681716919,144.5189971923828,86.5199966430664
2022-10-05,28.549999237060547,111.06999969482422,3783.280029296875,11148.6396484375,1711.4000244140625,3.759000062942505,0.998432457447052,143.78700256347656,87.76000213623047
2022-10-06,30.520000457763672,112.26000213623047,3744.52001953125,11073.3095703125,1711.699951171875,3.8259999752044678,0.9910998940467834,144.44900512695312,88.44999694824219
2022-10-07,31.360000610351562,112.80000305175781,3639.659912109375,10652.400390625,1700.5,3.882999897003174,0.9789045453071594,145.03900146484375,92.63999938964844
2022-10-10,32.45000076293945,113.13999938964844,3612.389892578125,10542.099609375,1667.300048828125,3.888000011444092,0.9735012650489807,145.48199462890625,91.12999725341797
2022-10-11,33.630001068115234,113.22000122070312,3588.840087890625,10426.1904296875,1678.699951171875,3.938999891281128,0.9710057377815247,145.6739959716797,89.3499984741211
2022-10-12,33.56999969482422,113.31999969482422,3577.030029296875,10417.099609375,1670.300048828125,3.9019999504089355,0.9700167775154114,145.8699951171875,87.2699966430664
2022-10-13,31.940000534057617,112.36000061035156,3669.909912109375,10649.150390625,1670.0,3.9519999027252197,0.9707984328269958,146.73699951171875,89.11000061035156
2022-10-14,32.02000045776367,113.30999755859375,3583.070068359375,10321.3896484375,1641.699951171875,4.010000228881836,0.975134015083313,147.29299926757812,85.61000061035156
2022-10-17,31.3700008392334,112.04000091552734,3677.949951171875,10675.7998046875,1657.0,4.014999866485596,0.973937451839447,148.6320037841797,85.45999908447266
2022-10-18,30.5,112.12999725341797,3719.97998046875,10772.400390625,1649.0,3.997999906539917,0.9846396446228027,148.9709930419922,82.81999969482422
2022-10-19,30.760000228881836,112.9800033569336,3695.159912109375,10680.509765625,1627.5,4.126999855041504,0.9863878488540649,149.20899963378906,85.55000305175781
2022-10-20,29.979999542236328,112.87999725341797,3665.780029296875,10614.83984375,1630.800048828125,4.22599983215332,0.9766482710838318,149.8209991455078,85.9800033569336
2022-10-21,29.690000534057617,112.01000213623047,3752.75,10859.7197265625,1651.0,4.2129998207092285,0.9778899550437927,150.17599487304688,85.05000305175781
2022-10-24,29.850000381469727,111.98999786376953,3797.340087890625,10952.6103515625,1648.699951171875,4.234000205993652,0.9860085844993591,147.81900024414062,84.58000183105469
2022-10-25,28.459999084472656,110.94999694824219,3859.110107421875,11199.1201171875,1652.800048828125,4.107999801635742,0.9886503219604492,148.88699340820312,85.31999969482422
2022-10-26,27.280000686645508,109.69999694824219,3830.60009765625,10970.990234375,1664.0,4.014999866485596,0.9963731169700623,147.97999572753906,87.91000366210938
2022-10-27,27.389999389648438,110.58999633789062,3807.300048828125,10792.669921875,1660.699951171875,3.937000036239624,1.009193778038025,146.13400268554688,89.08000183105469
