datetime,open,high,low,close,volume
1970-01-01 00:00:00.000000000,7934.35009765625,7935.22998046875,7916.7099609375,7922.22021484375,0
1970-01-01 00:00:00.000000001,7922.8701171875,7936.18994140625,7922.8701171875,7932.27001953125,0
1970-01-01 00:00:00.000000002,7932.27001953125,7940.64013671875,7930.41015625,7935.8798828125,0
1970-01-01 00:00:00.000000003,7936.39013671875,7937.52978515625,7926.14013671875,7936.330078125,0
1970-01-01 00:00:00.000000004,7937.02001953125,7951.75,7936.68017578125,7944.419921875,0
1970-01-01 00:00:00.000000005,7944.419921875,7951.2099609375,7938.06005859375,7944.740234375,0
1970-01-01 00:00:00.000000006,7945.1201171875,7945.1201171875,7933.75,7937.56982421875,0
1970-01-01 00:00:00.000000007,7937.60986328125,7945.14013671875,7929.10986328125,7945.14013671875,0
1970-01-01 00:00:00.000000008,7945.990234375,7952.7998046875,7945.77001953125,7952.72021484375,0
1970-01-01 00:00:00.000000009,7946.89013671875,7952.919921875,7926.47998046875,7928.1201171875,0
1970-01-01 00:00:00.000000010,7928.0,7942.18994140625,7927.18994140625,7936.66015625,0
1970-01-01 00:00:00.000000011,7936.77978515625,7955.169921875,7936.77978515625,7952.3701171875,0
1970-01-01 00:00:00.000000012,7951.91015625,7963.9599609375,7951.91015625,7956.64990234375,0
1970-01-01 00:00:00.000000013,7956.6201171875,7961.25,7947.83984375,7947.83984375,0
1970-01-01 00:00:00.000000014,7947.85986328125,7954.16015625,7938.75,7943.919921875,0
1970-01-01 00:00:00.000000015,7943.4599609375,7947.759765625,7934.9599609375,7946.919921875,0
1970-01-01 00:00:00.000000016,7946.419921875,7956.35986328125,7923.7099609375,7926.259765625,0
1970-01-01 00:00:00.000000017,7926.52978515625,7933.89013671875,7926.47021484375,7931.22021484375,0
1970-01-01 00:00:00.000000018,7925.7900390625,7951.9501953125,7919.75,7946.1201171875,0
1970-01-01 00:00:00.000000019,7946.56005859375,7956.56982421875,7946.169921875,7954.08984375,0
1970-01-01 00:00:00.000000020,7953.240234375,7955.56005859375,7933.9501953125,7935.919921875,0
1970-01-01 00:00:00.000000021,7936.1201171875,7941.10009765625,7930.52001953125,7931.830078125,0
1970-01-01 00:00:00.000000022,7929.52001953125,7949.830078125,7929.52001953125,7944.56005859375,0
1970-01-01 00:00:00.000000023,7944.419921875,7950.669921875,7936.669921875,7950.4599609375,0
1970-01-01 00:00:00.000000024,7950.4501953125,7967.66015625,7950.4501953125,7964.06982421875,0
1970-01-01 00:00:00.000000025,7961.72021484375,7969.4501953125,7952.35986328125,7953.77001953125,0
1970-01-01 00:00:00.000000026,7953.7099609375,7958.18994140625,7953.06005859375,7955.52978515625,0
1970-01-01 00:00:00.000000027,7925.41015625,7938.60986328125,7905.41015625,7935.35986328125,0
1970-01-01 00:00:00.000000028,7935.22998046875,7943.43017578125,7926.66015625,7940.56005859375,0
1970-01-01 00:00:00.000000029,7940.41015625,7964.35986328125,7940.41015625,7962.39990234375,0
1970-01-01 00:00:00.000000030,7961.52001953125,7967.580078125,7960.85009765625,7965.68994140625,0
1970-01-01 00:00:00.000000031,7965.81005859375,7973.58984375,7964.43994140625,7968.02978515625,0
1970-01-01 00:00:00.000000032,7967.990234375,8011.419921875,7959.0,8007.6201171875,0
1970-01-01 00:00:00.000000033,8008.3798828125,8027.27978515625,7997.5498046875,8026.41015625,0
1970-01-01 00:00:00.000000034,8026.66015625,8029.3701171875,8016.509765625,8025.580078125,0
1970-01-01 00:00:00.000000035,8027.18017578125,8028.18017578125,8018.419921875,8025.5,0
1970-01-01 00:00:00.000000036,8018.10009765625,8022.97021484375,8008.0400390625,8018.43017578125,0
1970-01-01 00:00:00.000000037,8019.39990234375,8031.27001953125,8015.72998046875,8024.89013671875,0
1970-01-01 00:00:00.000000038,8024.990234375,8037.52978515625,8024.990234375,8034.89990234375,0
1970-01-01 00:00:00.000000039,8035.52001953125,8041.75,8022.27978515625,8023.3798828125,0
1970-01-01 00:00:00.000000040,8023.9501953125,8023.9501953125,8013.58984375,8019.580078125,0
1970-01-01 00:00:00.000000041,8019.89990234375,8045.41015625,8014.7900390625,8035.27001953125,0
1970-01-01 00:00:00.000000042,8035.64990234375,8048.08984375,8025.58984375,8030.39013671875,0
1970-01-01 00:00:00.000000043,8029.89990234375,8041.52978515625,8024.240234375,8039.52978515625,0
1970-01-01 00:00:00.000000044,8039.830078125,8039.9501953125,8029.330078125,8029.330078125,0
1970-01-01 00:00:00.000000045,7985.3701171875,8012.990234375,7985.3701171875,7998.68017578125,0
1970-01-01 00:00:00.000000046,8000.68994140625,8008.68994140625,7987.7001953125,7998.5,0
1970-01-01 00:00:00.000000047,7998.6298828125,8005.990234375,7988.39013671875,8003.06982421875,0
1970-01-01 00:00:00.000000048,8003.52978515625,8016.60986328125,8001.85009765625,8011.419921875,0
1970-01-01 00:00:00.000000049,8011.169921875,8011.169921875,7995.0,8009.52978515625,0
1970-01-01 00:00:00.000000050,8009.77978515625,8025.41015625,8007.64990234375,8013.5,0
1970-01-01 00:00:00.000000051,8013.5,8015.27001953125,7984.06005859375,7993.60986328125,0
1970-01-01 00:00:00.000000052,7994.7001953125,8010.2099609375,7989.6298828125,8009.89990234375,0
1970-01-01 00:00:00.000000053,8009.4501953125,8020.580078125,8009.4501953125,8020.47998046875,0
1970-01-01 00:00:00.000000054,8052.16015625,8058.35986328125,8021.25,8024.580078125,0
1970-01-01 00:00:00.000000055,8025.1201171875,8037.919921875,8018.1298828125,8018.1298828125,0
1970-01-01 00:00:00.000000056,8018.330078125,8029.47998046875,8017.89013671875,8025.85009765625,0
1970-01-01 00:00:00.000000057,8025.22998046875,8028.5400390625,8016.4501953125,8022.64013671875,0
1970-01-01 00:00:00.000000058,8022.490234375,8042.77001953125,8000.22998046875,8028.6201171875,0
1970-01-01 00:00:00.000000059,8028.10009765625,8044.18994140625,8020.89990234375,8044.18994140625,0
1970-01-01 00:00:00.000000060,8045.52978515625,8065.8701171875,8037.419921875,8061.14013671875,0
1970-01-01 00:00:00.000000061,8061.52001953125,8094.06982421875,8060.259765625,8093.2998046875,0
