date,active_addresses,mvrv,fees_native,exchange_inflow,exchange_outflow,hashrate,tx_count,exchange_netflow
2022-02-09,618614,1.502737686947,9469.092611568856,293952.7611090668,259268.11549089185,965.11856575,1205889,34684.64561817492
2022-02-10,623464,1.442298413983,10972.88750273053,282660.0265338475,534662.4309200281,959.09285863,1205676,-252002.40438618063
2022-02-11,628135,1.383227223722,7594.663505719754,398418.40716462635,386598.76498252625,944.45833776,1183966,11819.642182100099
2022-02-12,593930,1.378988008119,6661.708657137014,146520.7094518742,125172.02851815436,955.30315138,1114648,21348.680933719836
2022-02-13,609734,1.367889326927,5766.386411314093,160711.21947352352,127028.34960137762,977.74466669,1115296,33682.86987214591
2022-02-14,616653,1.390062322665,6323.129600266693,133557.0652939251,140216.78843096583,970.12428845,1147522,-6659.723137040739
2022-02-15,603711,1.478548849201,7729.414507424214,395561.95434625365,195132.50426406795,974.91920645,1192633,200429.4500821857
2022-02-16,574473,1.464002052393,8237.980906621393,162282.06240661733,144307.0077487996,945.64142901,1194693,17975.05465781773
2022-02-17,571833,1.36914742187,7748.348248473812,220633.86232931764,216252.8030040888,955.37185239,1141997,4381.059325228824
2022-02-18,532857,1.332168476152,9595.184303248117,188212.11456057368,199725.12462417816,949.46532148,1252754,-11513.01006360448
2022-02-19,560677,1.322373464762,7074.307041057169,94181.29913117613,129631.97437911434,941.99853666,1150162,-35450.67524793821
2022-02-20,573519,1.275111260418,7500.098524674493,199007.22599671007,144299.38069564512,954.43654105,1343869,54707.845301064954
