date,active_addresses,mvrv,fees_native,exchange_inflow,exchange_outflow,hashrate,tx_count,exchange_netflow,sopr
2023-02-13,957593,1.09866674955,24.3538902,24502.68714006,26715.15296522,303650130.99469703,297879,-2212.4658251600013,0.996
2023-02-14,913570,1.119923157609,26.33541292,19207.92190512,19846.20330207,299757180.2739148,305330,-638.2813969499985,0.9996
2023-02-15,993456,1.22364317031,35.35653619,29643.01639442,22397.25658133,317275457.1159728,325059,7245.7598130900005,1.0087
2023-02-16,1118226,1.195012046683,31.1085191,31340.98434811,26170.59495999,348419062.8822308,341817,5170.389388119998,1.0151
2023-02-17,1050009,1.237767811543,26.35534112,26046.47022807,24629.15081914,321168407.83675504,322140,1417.3194089300014,1.0039
2023-02-18,1046593,1.239058645614,19.50432466,11464.37693423,14325.69371392,327007835.31939054,273988,-2861.3167796899997,1.0052
2023-02-19,928713,1.225347760367,15.93394346,11169.77459962,12658.79964485,315328983.1570438,244509,-1489.0250452300006,1.0052
2023-02-20,908106,1.246658143379,17.401071,21207.47736428,13570.26455626,286131854.15263903,267205,7637.21280802,1.0055
2023-02-21,1012926,1.226544841574,17.57164606,23351.63674231,24763.17800575,325061358.55753726,293613,-1411.5412634400018,1.0032
2023-02-22,931144,1.214898364016,18.22752541,18778.06118731,20774.57711984,272506528.0313633,277803,-1996.515932530001,0.9949
2023-02-23,1071298,1.20196788302,19.21187824,21966.79735838,22415.42891373,332847259.99910176,291650,-448.63155534999896,1.0047
2023-02-24,964247,1.165447448567,18.83631124,27967.61504451,25775.35543086,262774152.63086984,298377,2192.2596136499997,0.9976
2023-02-25,811239,1.164771417267,15.71188021,12908.0708104,11633.97944585,228809606.1413121,259206,1274.0913645500004,0.9938
2023-02-26,905055,1.183865293006,14.85832071,10228.59551034,8747.35564525,359556659.2106422,271471,1481.2398650899995,1.0016
2023-02-27,982682,1.181751158136,23.10896127,20252.59978649,18477.21627783,299630547.8012448,296912,1775.3835086599975,1.0039
2023-02-28,983627,1.165088210397,26.40999973,20337.41404517,20488.93781568,293209894.2181328,335341,-151.52377051000076,0.9833
2023-03-01,1076257,1.188892073095,24.93559574,32420.0202221,18881.52741459,363837095.9600217,377754,13538.49280751,0.9915
2023-03-02,939444,1.181929202448,24.61035964,17423.936904,16097.94085707,308191421.3000036,330024,1325.9960469299986,0.9973
2023-03-03,1086253,1.126016843463,27.55528317,27789.2123084,30691.80278241,359556659.2106422,355066,-2902.5904740099977,0.9929
2023-03-04,905589,1.125231451633,20.07201795,11945.64579894,12455.23494871,325313168.2975212,306924,-509.5891497699995,0.997
2023-03-05,995537,1.130220819242,17.3318967,14998.52520525,12525.9312636,331733821.8806332,287178,2472.5939416500005,0.9827
2023-03-06,931807,1.130223291427,24.49760304,25470.55835432,18036.27444155,282508803.88564134,318245,7434.283912770003,0.9947
2023-03-07,1063023,1.122035533533,25.42310965,31080.57241245,34801.06480924,353136002.54561603,360867,-3720.4923967899995,0.9416
2023-03-08,885079,1.098460296734,26.4980701,25720.35728337,36365.28541064,284649020.719374,290018,-10644.92812727,0.9947
2023-03-09,929904,1.031092147146,45.45094152,30943.11768358,26054.51590825,288929457.46875334,339133,4888.60177533,0.9878
2023-03-10,979055,1.026171253096,43.24846249,35688.85282598,43961.37155987,291688415.56457573,322995,-8272.51873389,0.9802
2023-03-11,982511,1.043781214381,27.14724538,36153.08770748,47051.59568531,357219694.8827461,323403,-10898.507977829999,0.995
2023-03-12,886609,1.118453254664,21.43266206,25569.84126697,24279.08761581,348559825.89122087,263955,1290.753651160001,0.9983
2023-03-13,999918,1.222477139001,26.19495361,71261.04986264,47013.19475829,339899953.782142,335201,24247.85510434999,1.0194
2023-03-14,1024780,1.252017069531,37.56809492,58935.71428507,43861.38039221,316085307.04095167,327923,15074.333892859999,1.0212
2023-03-15,1006730,1.233259096934,33.32870071,32263.08843343,27946.54867861,318250273.50944453,343857,4316.539754819998,1.0095
2023-03-16,879957,1.264318230866,33.35299825,27156.61708586,27663.54320344,290105693.8312686,295146,-506.9261175799984,1.0092
2023-03-17,1085422,1.381709504388,43.16289184,51334.51758241,36531.93305666,318250273.50944453,339244,14802.584525750004,1.0297
2023-03-18,955447,1.357927080335,34.22495221,23464.47769396,19915.29052107,350724792.35971373,293458,3549.1871728900005,1.0117
2023-03-19,845573,1.41718434858,28.41228189,28107.50883579,17382.28182208,320415243.0954912,271293,10725.227013709999,1.01
2023-03-20,1014355,1.398348824456,29.31887864,35304.36136468,32453.90354388,333405048.1415559,337263,2850.457820800002,1.011
2023-03-21,990544,1.413889214116,29.69900996,26837.26598239,28013.25943967,313920337.4549051,331907,-1175.9934572800012,1.0117
2023-03-22,940276,1.371700451034,35.43585315,34451.01525636,38264.06446249,344229889.8366814,296448,-3813.049206130003,1.0093
2023-03-23,902932,1.421886913625,38.85922915,28853.28648156,25837.28227962,398970829.72571325,292159,3016.004201939999,1.018
2023-03-24,893101,1.375231386162,44.41177294,21002.11914699,25937.75334923,377232885.4931153,294570,-4935.634202239999,1.0059
2023-03-25,898042,1.376280144651,30.02596854,13496.30227721,13354.08828679,337646717.00662136,287422,142.2139904199994,1.0015
2023-03-26,851151,1.403671575252,22.08619822,11698.91972245,11377.42895754,335318120.43832463,266890,321.4907649100005,1.0074
2023-03-27,1057595,1.357098415255,24.65912588,19144.78203352,23622.11109522,344632513.417874,295339,-4477.329061699998,1.0182
2023-03-28,982699,1.363066939643,26.77974016,27001.06489327,28634.98515738,312032141.34263265,317587,-1633.9202641100019,1.0029
2023-03-29,977852,1.417071461284,27.22157982,22901.70327066,26713.95359787,342303913.49639606,328588,-3812.2503272100003,1.0103
2023-03-30,1021839,1.420441511641,27.69532638,28795.77141156,42352.4519473,360932699.4554946,331354,-13556.680535739997,0.8809
2023-03-31,1043754,1.443820674085,33.43660245,23080.61607114,23624.19129467,328332327.38025326,308895,-543.5752235299988,1.0113
2023-04-01,1038858,1.442211549223,30.71648204,13348.66237283,11991.93994792,326003727.45877534,316521,1356.72242491,1.0076
2023-04-02,1012005,1.425206305097,24.14681689,10781.57359269,10112.98506078,346961109.9861707,342161,668.5885319099998,1.0023
2023-04-03,985157,1.409099995135,28.41745704,19684.31284835,18392.76219094,305046344.9313801,336905,1291.55065741,1.004
2023-04-04,1108155,1.4219430768,33.1947129,14688.99412705,15616.80337831,377232885.4931153,419443,-927.8092512599997,1.0035
2023-04-05,964688,1.424960408187,32.47502967,21707.43554116,17637.97552745,323675130.8904786,345029,4069.4600137100024,1.0109
2023-04-06,1022873,1.41726242259,32.29154074,15662.65433743,13131.46354111,375586794.88083017,352346,2531.190796319999,1.0007
2023-04-07,956362,1.411891341659,26.9726815,12900.60749482,13188.82970105,338032941.7856073,351639,-288.22220622999885,0.9961
2023-04-08,885739,1.413111240664,22.02735161,10117.98603186,10941.97136199,349935509.40998685,325340,-823.985330129999,1.0022
2023-04-09,936112,1.432780320048,17.05816287,8549.12348736,7111.14358674,347554997.25628686,277152,1437.979900620001,1.0021
2023-04-10,947327,1.498410626119,22.0618439,20709.86003495,17996.52517634,292803183.44178885,292988,2713.33485861,1.0086
2023-04-11,1146146,1.524007596955,30.45382908,25104.2267225,24336.00251844,366599104.7697063,375758,768.2242040599995,1.0247
2023-04-12,1056542,1.506773205338,25.31904837,33129.14562108,22051.04485502,380882187.97572565,344791,11078.10076606,1.0033
2023-04-13,1009669,1.528589539867,25.25492416,19203.36454708,19105.48965822,338032941.7856073,326572,97.87488885999846,1.0138
2023-04-14,1016042,1.531450017782,28.18661616,23276.93627223,25229.20158966,333271914.0502675,316304,-1952.2653174299994,1.0135
2023-04-15,1045660,1.525286478334,20.78379991,12405.21360318,13347.91134378,376121160.24038583,275326,-942.6977406000005,1.0025
2023-04-16,840992,1.523487449103,15.97357635,11496.5335007,9582.19335361,295183695.5954889,235578,1914.340147089999,1.0041
2023-04-17,984242,1.481199761253,21.00255235,21845.11726549,17405.34156615,368979620.3513461,316549,4439.77569934,1.0004
2023-04-18,1149264,1.524898878521,20.06773389,18742.95253577,18447.37390502,395165271.18174493,313000,295.57863075000205,1.0114
2023-04-19,985732,1.445557031038,21.31312735,21201.53256028,20610.95144234,330891401.89656746,298359,590.5811179400007,1.0113
2023-04-20,951443,1.418296444501,21.23186653,23345.85200338,18756.09641044,319518832.834664,297440,4589.7555929400005,0.9986
2023-04-21,1015546,1.370138666353,23.64163868,34540.80634499,25445.84504102,351118489.414672,352999,9094.961303970002,1.0021
2023-04-22,914896,1.396814023725,16.20035622,13330.80628864,11478.76290767,360804517.52650416,356615,1852.0433809700007,0.9983
2023-04-23,840711,1.385375480736,13.71348298,9321.2431795,10877.01316647,355961503.4705881,434101,-1555.769986970001,1.0057
2023-04-24,998948,1.381178300296,21.47546548,17849.75086043,17586.07474343,341432464.7898097,358615,263.67611699999907,0.9981
2023-04-25,895988,1.420027669157,26.31098275,17212.24601183,16066.23204877,302688355.8294509,373152,1146.0139630600006,0.9991
2023-04-26,893248,1.423548393886,33.61225273,22937.46671119,21372.03246714,314795889.2257562,433927,1565.4342440500004,1.0112
2023-04-27,892914,1.477024680925,41.97388701,18292.45515773,15814.62229127,314795889.2257562,419005,2477.8328664600012,1.0056
2023-04-28,957827,1.470212541775,46.24499578,16893.13673626,20573.11620365,355961503.4705881,484327,-3679.9794673899996,1.0077
2023-04-29,803633,1.463534273428,42.30656248,10050.3051225,12630.9420028,331746436.67797756,487346,-2580.6368803000005,1.0085
2023-04-30,767567,1.470402257877,47.3982445,11176.85402448,9156.35975947,358383012.24203104,561448,2020.4942650100002,1.0019
2023-05-01,929691,1.408272273073,70.11933593,17848.34425559,15445.38281197,440714244.2186647,685711,2402.961443620001,0.9968
2023-05-02,820724,1.436592482997,117.72660266,14253.08316602,19821.81479646,312374380.4543132,460621,-5568.731630439999,1.0036
2023-05-03,953701,1.45181633614,120.52415795,16760.90003319,13936.26483483,341432464.7898097,488518,2824.635198359998,1.0221
2023-05-04,914598,1.442232154866,117.34406712,18145.75612206,18820.5099285,351712781.63476974,490738,-674.7538064399996,1.0025
2023-05-05,822037,1.476466635695,136.47256109,15188.14576752,21079.04030103,283977798.860469,411057,-5890.89453351,1.0052
2023-05-06,764917,1.443843173393,182.12939172,11181.20575672,11116.29399987,355568839.3482855,603617,64.91175685000053,1.0009
2023-05-07,549932,1.429877064919,421.85480697,6435.19495252,8195.18068666,331705160.33113664,614264,-1759.9857341400002,1.0726
2023-05-08,696710,1.378067479397,628.25025955,20267.10649076,20205.417182,326932423.8404329,573864,61.68930876000013,1.0054
2023-05-09,772112,1.374090435543,438.71869318,20530.92926514,18127.17503335,360341575.83898926,592036,2403.7542317900006,0.9954
2023-05-10,891517,1.374436923429,329.34611728,16613.94171544,16848.16088748,405682570.78249,672910,-234.21917204000056,0.9999
2023-05-11,831417,1.341912915639,193.29433194,21808.93117868,15564.88075319,360341575.83898926,544837,6244.050425489999,0.996
2023-05-12,809188,1.331264514159,171.43509235,22739.51015764,25461.4021277,336477896.82184047,508450,-2721.891970059998,0.9981
2023-05-13,705679,1.334669775407,111.46703675,9120.83184307,8470.01338395,346023366.366878,581550,650.8184591200006,0.9998
2023-05-14,835319,1.338338944895,84.1081243,9764.20173345,7301.46781307,415228040.3275276,626942,2462.7339203799993,1.0026
2023-05-15,817441,1.352469393563,91.45107633,30608.84134679,46196.75181271,350796102.85758173,526691,-15587.910465919998,1.0228
2023-05-16,814467,1.341803499909,113.38686311,24705.08719233,18677.1140478,365114312.32969296,564700,6027.9731445299985,1.0048
2023-05-17,841652,1.360182926857,92.75284431,20132.02010802,18203.39688275,381818888.3289712,579967,1928.6232252699992,1.0005
2023-05-18,814709,1.332798511609,107.84467322,20434.35604093,17764.98880407,345151895.57295674,478050,2669.367236860002,0.9985
2023-05-19,904374,1.335285312277,117.73843376,15150.36594371,14750.28464128,369469366.94369566,513521,400.0813024299987,0.996
2023-05-20,719434,1.345668504663,81.55654324,8941.50074194,7518.02130723,322669911.9767492,423450,1423.4794347100005,1.0015
2023-05-21,775828,1.329584607553,71.58644729,9398.95491273,7671.10748062,371932494.47236896,487763,1727.8474321099993,1.0008
2023-05-22,817592,1.331796174941,70.67962286,16161.43367777,14097.92007639,354690591.130938,506455,2063.5136013799984,1.0235
2023-05-23,859507,1.349756710174,70.22130147,19348.52290951,18841.44431898,379321880.6052949,514901,507.07859052999993,1.0033
2023-05-24,859470,1.306148991112,65.28136252,20991.62976398,21076.10852978,347301204.99801207,398061,-84.47876579999865,0.9972
2023-05-25,923963,1.312302574122,91.38298565,19618.96005421,15721.30584632,371932494.47236896,466257,3897.654207890002,1.009
2023-05-26,963216,1.323951129649,98.62111763,21167.04162798,25491.93337909,376858753.0766216,533103,-4324.891751109997,1.0009
2023-05-27,877266,1.330559181986,60.90225342,11338.09558169,10178.74026075,357153718.6596113,469559,1159.3553209399997,1.0
2023-05-28,863880,1.391560954233,62.65696259,15530.70087394,14482.2368946,394100656.41805273,499561,1048.4639793400002,1.0064
2023-05-29,912071,1.374801000798,71.08123836,18847.34772758,21554.28032759,399026915.0223052,548854,-2706.932600010001,1.0053
2023-05-30,959148,1.371662586882,81.20036503,30934.50116495,25478.090214,379321880.6052949,511408,5456.410950950001,1.0058
2023-05-31,925966,1.347122513076,69.18941323,29074.327961,23894.97873373,350148490.60783935,421021,5179.349227269999,0.9999
2023-06-01,919298,1.32755818548,68.57090256,23682.55076523,17320.59757841,336187210.7165766,351891,6361.953186819999,1.002
2023-06-02,982760,1.348499664123,75.16251214,30618.08128334,34253.72135883,417687139.4758992,485798,-3635.6400754899987,1.0018
2023-06-03,873884,1.339845350422,44.31612452,20195.95155183,16868.087115,331093464.71068186,380045,3327.864436830001,0.9996
2023-06-04,879948,1.343716524322,37.20531165,21223.40418639,21595.9057396,376937175.09623784,357474,-372.50155321000057,1.0002
2023-06-05,884289,1.276417765634,59.73421051,32565.28376058,43913.90084952,351468445.06676406,363110,-11348.617088940002,0.9972
2023-06-06,1032895,1.3462357416,84.66791356,32037.08983986,34404.51633478,384577792.2713316,468063,-2367.426494919997,1.0
2023-06-07,1004588,1.303228127244,95.95116093,28010.65147148,38272.73658028,343827827.89167035,429649,-10262.085108799998,1.0011
2023-06-08,964762,1.312170481703,68.67556866,27785.32525076,28395.96141456,392218409.44642526,403263,-610.636163799998,1.0002
2023-06-09,1020140,1.309627647538,73.27203881,25286.15273956,25257.05800632,430421502.6568876,387748,29.094733239999186,1.0002
2023-06-10,943047,1.279906228962,48.84567222,32278.0670998,34103.73816572,392218409.44642526,364874,-1825.6710659200035,0.9949
2023-06-11,872589,1.282204028842,34.90257256,42489.55572631,49108.58602729,415140264.63920337,401105,-6619.0303009800045,0.9993
2023-06-12,985947,1.282415132209,43.08791976,37271.00513135,36148.91075158,399859030.28901595,371500,1122.094379770002,0.9976
2023-06-13,933842,1.281288526881,36.80791731,32910.04823873,31611.50446203,374390300.2595421,405497,1298.5437767000003,0.9989
2023-06-14,828183,1.242758133707,39.78289137,31724.61647059,25612.76172456,312665624.1002992,333934,6111.85474603,1.0005
2023-06-15,919869,1.265794710232,41.37895146,37220.54290887,41629.45654125,385148460.99591213,421465,-4408.913632380005,0.9929
2023-06-16,958674,1.303742036635,46.1581138,40397.73826958,42786.64332175,398160232.4659681,521861,-2388.9050521700046,1.0006
2023-06-17,863600,1.312806147734,39.28847808,26872.75658998,25995.02127934,364329623.64591026,468094,877.7353106400005,1.0012
2023-06-18,883864,1.304485514887,30.15374909,32741.22224544,30726.83315205,392955523.1284677,442763,2014.3890933900002,1.0065
2023-06-19,920552,1.326002267293,31.79587272,31982.47262538,33500.40275806,369534332.9834107,412858,-1517.9301326800014,0.9904
2023-06-20,951926,1.401058308786,37.17888373,42405.73856493,45859.66461103,353920204.9709093,446312,-3453.9260461000013,0.9998
2023-06-21,920555,1.487688159529,44.78397315,59530.7652281,60471.23613185,314884890.5607413,363604,-940.4709037499997,1.0152
2023-06-22,1000988,1.479224774259,43.16091265,44466.32311304,51291.79360575,356522561.5133547,390860,-6825.470492709996,1.0116
2023-06-23,948738,1.511461032551,40.52455082,44507.46156731,43717.12603771,325294309.2357422,373178,790.3355296000009,1.0121
2023-06-24,1011110,1.506266238891,33.37934742,35677.26605339,34455.96843172,379943751.6584117,360123,1221.2976216699972,1.0108
2023-06-25,944147,1.501725462895,29.23850439,34430.57723902,32620.02086062,398160232.4659681,384437,1810.5563784000005,1.0061
2023-06-26,998904,1.490477217783,32.30150761,34297.46004595,31582.28072654,379943751.6584117,405162,2715.179319409999,1.0075
2023-06-27,978594,1.508993136561,32.23411074,35177.59221607,35893.18767494,364329623.64591026,433747,-715.5954588700042,1.0143
2023-06-28,826245,1.480047953676,29.98089028,30224.3805535,31241.56960682,280122385.0259662,331234,-1017.1890533200021,1.0132
2023-06-29,970467,1.4974352167,36.69134371,40797.39311041,42608.33691767,367574940.7040657,435226,-1810.9438072600024,1.0005
2023-06-30,1067040,1.497404119431,34.93018253,48738.6196304,46596.53019233,397786578.42446953,446825,2142.0894380699974,1.0101
2023-07-01,918349,1.500071404388,24.75834121,34921.58783155,51277.09091969,334845664.3921468,320180,-16355.503088140002,1.0247
2023-07-02,997177,1.500295120753,23.64493796,26543.89727242,24300.40003637,430515854.7363883,307552,2243.4972360499996,1.0047
2023-07-03,977874,1.525922363387,26.1342694,31419.32499162,32931.34088944,344916211.5074136,333178,-1512.015897819998,1.0064
2023-07-04,963366,1.509148391226,22.50517052,33508.64237843,33239.46826365,354986758.6226805,377184,269.1741147799985,1.0055
2023-07-05,964759,1.494037535141,21.04819217,35278.43067993,30584.14229694,392751304.8668361,494320,4694.288382990002,1.0028
2023-07-06,973154,1.470491737414,19.70489609,36527.23835057,36242.13387787,349951485.065047,393611,285.10447269999713,0.9853
2023-07-07,1021136,1.487208780434,19.08289802,31965.21511473,35611.97573494,440586401.8516551,558253,-3646.7606202100033,1.0024
2023-07-08,1009931,1.483788128844,14.70995944,27224.4995471,23827.32932792,448139310.37540686,574664,3397.1702191799995,1.0016
2023-07-09,978223,1.478660537861,13.15021111,25643.69074103,24863.63048067,425480581.17875487,593770,780.0602603600018,1.0033
2023-07-10,925790,1.489525354536,16.37074541,35450.40665149,36816.5502791,387716031.30920255,508406,-1366.1436276100067,1.0031
2023-07-11,937945,1.499536522954,17.24335656,34455.49442611,37021.13955745,339880937.9497802,430012,-2565.6451313399957,1.0093
2023-07-12,942309,1.487755265888,19.11805263,44325.15558853,33165.98978379,383801277.4233714,477324,11159.165804739998,1.0052
2023-07-13,874515,1.538500113181,20.1111651,42024.85667299,37952.76816416,321592672.2254732,373263,4072.0885088299983,1.0024
2023-07-14,996373,1.483457241083,22.50903409,42655.58168713,40440.41308739,369831573.2522498,421261,2215.168599739998,1.0033
2023-07-15,914738,1.482403144167,16.40395616,21673.63575355,22985.44149994,369831573.2522498,489697,-1311.8057463900004,0.9986
2023-07-16,927843,1.480253300626,15.66311247,22786.3316003,22474.42050752,415390537.04825526,591972,311.9110927799993,1.0013
2023-07-17,931087,1.475399676867,16.93365016,26661.13550042,26352.28734227,364471694.9315955,440009,308.84815815000184,0.9947
2023-07-18,1028951,1.45985580542,19.36949376,35128.14856766,35065.01866404,434150109.24098927,569852,63.12990361999982,1.0057
2023-07-19,969285,1.463037215762,18.29762503,35315.81286346,34760.9780274,396630964.85552126,482668,554.8348360599994,1.0062
2023-07-20,901211,1.457534391178,22.80385089,28514.16957136,28371.49533705,343032185.5080904,398519,142.6742343099977,1.003
2023-07-21,855163,1.463442609814,22.86784569,23242.27432412,22976.52725975,300153162.8019681,322339,265.74706436999986,0.9928
2023-07-22,923147,1.453936935337,46.73618948,18055.98696206,18995.68924981,359111820.47005326,288229,-939.7022877499985,1.0034
2023-07-23,894084,1.470319604139,25.38302437,19977.27224945,19600.74620474,393951023.76563805,560423,376.52604471000086,1.0033
2023-07-24,938461,1.427138509577,25.58701826,31779.33184937,32941.91813294,401990843.1761756,530301,-1162.5862835700027,0.9979
2023-07-25,940528,1.42923855151,17.98811877,27027.46254308,24391.48914198,369831573.2522498,463976,2635.9734011,0.9989
2023-07-26,1015337,1.436080716187,18.98471384,31697.5665002,34294.15570292,380796719.35454816,451236,-2596.589202719999,1.0
2023-07-27,943734,1.429632064392,21.10706484,36544.83851386,29616.50020257,358973120.0187306,413776,6928.338311289997,0.9851
2023-07-28,948590,1.440164978549,20.12541898,31513.44388626,29763.62300459,364175629.4388057,448372,1749.820881669999,0.9491
2023-07-29,889450,1.442211649973,16.21877802,19785.34151891,19751.04879144,343365595.50431174,423912,34.29272747000141,1.0011
2023-07-30,1010937,1.437384415792,16.71427319,19210.14437444,18476.97019874,437010757.5740507,645339,733.1741756999982,0.9999
2023-07-31,922082,1.435482408871,16.96807157,24614.83181504,26123.10934197,366776886.02174646,446746,-1508.27752693,0.9983
2023-08-01,983005,1.449024030947,18.12183216,33611.26459828,28614.85680005,361574376.60167134,405391,4996.4077982300005,0.999
2023-08-02,1069904,1.432048628755,20.81580007,29060.7490034,35698.52582142,400593191.63352495,393762,-6637.77681802,0.9958
2023-08-03,1030326,1.434367776395,23.72671173,25564.23907346,27342.85804052,392789429.3763156,476666,-1778.6189670599997,1.0002
2023-08-04,912508,1.427652983063,22.59171409,23350.21404503,23983.51687953,314751795.5668019,318338,-633.3028345000021,1.0016
2023-08-05,992041,1.427408392655,20.81766167,23936.29197431,21314.89452817,400593191.63352495,499440,2621.3974461399994,0.9997
2023-08-06,973822,1.427044043698,16.64993155,21778.02386131,21145.98082911,426605738.7339005,611086,632.0430321999993,1.0018
2023-08-07,952272,1.432710437146,23.12665591,38500.95978457,32326.92070432,379783157.69903105,423178,6174.039080249997,0.9996
2023-08-08,874562,1.46267267691,29.38265824,28809.5323246,39852.0548715,325156814.4069521,332667,-11042.522546899996,1.0012
2023-08-09,1057273,1.452750656477,27.17564446,30161.75527472,29165.46131394,421665740.3548995,508817,996.2939607799999,1.0039
2023-08-10,947623,1.445222004734,24.31199329,26351.27401601,28010.41404964,330756211.7722732,355773,-1659.1400336299994,1.0003
2023-08-11,954168,1.443460117805,23.21368145,26798.83496057,24852.49285215,393261324.22346073,502936,1946.342108419998,1.0027
2023-08-12,926800,1.444002195989,19.17837525,24464.03874504,21562.9906165,434931397.9408168,512116,2901.048128540002,1.0025
2023-08-13,860881,1.437480909277,13.43891192,18838.64874689,17567.00807467,351591250.5061046,497535,1271.6406722200009,1.0026
2023-08-14,1007719,1.443311936754,18.25523533,27345.27522689,38811.77894264,445348917.30773246,563322,-11466.503715749997,1.0018
2023-08-15,1073564,1.43140313407,18.48854049,28624.33357025,29845.0546586,445348917.30773246,581895,-1220.7210883499974,1.001
2023-08-16,947796,1.411251226179,17.70460549,27278.33018639,26132.78094847,424513878.57390106,574119,1145.5492379200005,0.9997
2023-08-17,1050502,1.309597789983,19.28958526,42288.42359056,39014.26281276,406283221.556952,492845,3274.1607778000034,0.9952
2023-08-18,1016460,1.279955274829,22.19901506,36553.71473881,38950.43160024,362008769.87302023,424283,-2396.7168614300026,0.9864
2023-08-19,878361,1.282875825078,16.18581762,20322.53616841,22746.29734269,364613147.83959585,521811,-2423.76117428,0.9959
2023-08-20,929724,1.287026193244,14.99649274,18504.3556436,19308.40621913,421909500.6073255,611930,-804.0505755300001,0.9984
2023-08-21,1002377,1.285209423972,16.62197553,26798.17624527,32446.08588442,429722638.2573589,551541,-5647.9096391500025,0.9929
2023-08-22,922178,1.278234400958,18.99703565,33590.67466063,32571.02108289,381739775.69656736,422819,1019.6535777399986,0.9944
2023-08-23,937656,1.301640510691,19.28594877,39880.56674016,43420.45899581,392623891.47878736,409372,-3539.8922556499965,0.997
2023-08-24,946410,1.286264498958,17.57725267,25364.37843616,26582.34797634,384329021.8498855,401881,-1217.9695401799981,0.9924
2023-08-25,922155,1.282530939849,18.09762134,20423.21021047,24617.0916992,373269193.0236576,425953,-4193.88148873,0.9923
2023-08-26,917123,1.280910484603,15.91879958,16560.60238968,13450.64935591,378799107.4367715,499325,3109.95303377,0.9972
2023-08-27,808508,1.284719699038,13.37690497,15916.36774985,16997.15536403,320735012.071382,411227,-1080.7876141800007,1.0017
2023-08-28,873786,1.285785965076,17.00914621,24420.89737018,24044.30337389,326264922.5029578,326485,376.59399628999745,0.9966
2023-08-29,1060996,1.3631929159,21.45713915,39881.61649366,46346.86101245,436863202.8021611,509039,-6465.244518789994,0.9918
2023-08-30,877649,1.344866297954,19.21714908,27431.42770076,28428.37653109,348384580.15541375,406652,-996.9488303300022,1.0013
2023-08-31,968985,1.279294333561,26.42577133,28004.50707031,23909.22234218,398153805.89190143,433684,4095.2847281299983,0.9969
2023-09-01,1051172,1.272142442172,26.37716664,37467.73594174,26106.18815885,417508504.3470313,418665,11361.54778289,0.9931
2023-09-02,955720,1.275429178013,22.88599511,18644.74432971,18720.07670074,420273463.5443573,545957,-75.3323710299992,0.9977
2023-09-03,864433,1.280178738226,19.8807008,17930.50129932,18665.17824126,436863202.8021611,627700,-734.6769419400007,0.9968
2023-09-04,920027,1.272295663234,22.36632643,25389.26576294,21488.21350323,411978589.9339173,575666,3901.052259709999,0.9973
2023-09-05,940913,1.271797475869,24.78939204,22221.58674495,23953.94610586,342854665.74229974,453308,-1732.359360909999,0.994
2023-09-06,1001123,1.270666304167,30.19120183,27553.84913728,24665.60774108,364053703.2546238,485735,2888.241396200003,0.9953
2023-09-07,1003310,1.293153415402,31.6635359,25720.36784615,26714.09020221,393005454.3704645,541513,-993.7223560600032,0.9966
2023-09-08,986937,1.278230950625,35.92386033,23784.2340593,30231.53119979,358011817.1993768,408954,-6447.297140489998,0.9988
2023-09-09,1116330,1.277871761676,32.39406251,19856.75987861,18685.43657767,406464544.39743114,599142,1171.3233009399992,0.9963
2023-09-10,1049360,1.274805713565,47.01068378,20128.85378018,19513.47935877,395697270.8253705,557602,615.3744214100007,0.999
2023-09-11,1120614,1.240998802155,32.55413594,30165.93014612,34213.31048368,427999091.5415522,463598,-4047.3803375599964,0.9927
2023-09-12,1042537,1.276849786407,31.24632215,33626.57368877,33247.74648892,379546364.3434978,461193,378.8271998499986,0.998
2023-09-13,1049105,1.294929881704,31.1587501,24192.07514878,26478.1525429,395697270.8253705,513232,-2286.0773941199986,0.9994
2023-09-14,1131002,1.31072461763,30.66265456,34443.43850734,31998.62531341,436074544.78248847,574875,2444.8131939299965,1.0062
2023-09-15,1234300,1.316247721823,32.48141046,29527.1926048,32247.92398374,506061819.12466395,708663,-2720.7313789399996,1.0017
2023-09-16,1053706,1.31045230781,26.79341153,17645.76822707,19691.82887535,417231817.9694916,591563,-2046.0606482799994,1.0004
2023-09-17,1039207,1.30778359727,28.47698957,17479.0953247,17809.51848595,401080907.6114008,616879,-330.4231612500007,1.0005
2023-09-18,1125172,1.320321096515,47.13931592,28473.23229194,28169.54430826,419923634.4243977,625728,303.6879836799999,1.0066
2023-09-19,1035954,1.341491282124,47.46467706,26102.37865171,26554.40133807,386415687.751435,491377,-452.0226863600001,1.0122
2023-09-20,1062056,1.337531751739,46.88357485,24431.2748108,28117.47778648,414558854.2037332,561350,-3686.2029756800002,0.9992
2023-09-21,1078476,1.310046276386,47.40174793,22841.20738708,24281.1188781,391843298.7563836,427398,-1439.911491019997,0.998
2023-09-22,978848,1.310529519075,46.51538172,25085.75010914,20823.86454319,366288300.9225151,433758,4261.8855659500005,0.999
2023-09-23,1090192,1.310250960634,51.01066827,14648.98576503,16269.32280041,442953294.42412055,639336,-1620.33703538,0.9994
2023-09-24,1061159,1.296058458113,36.89212181,19100.3376899,18290.04855708,414558854.2037332,428059,810.2891328199985,0.9999
2023-09-25,1104115,1.296187807462,33.09262149,30787.89351562,31673.68108598,411719407.72841465,294377,-885.7875703600002,0.9981
